#,Title,abstract,venue,year,doi,authors,relative_citation_index,relevance_score
31,A Study on Cloud Simulation Tools,"Cloud computing is an emerging technology, advancing quickly in IT due to the flexibility of using computing without buying any infrastructure but by using as pay-per-use model. It is risky to evaluate the performance of cloud environments as cloud computing adoption increases. The simulation technology has become a powerful tool in cloud computing research community to address these issues. Various cloud simulators have been precisely developed for testing and performance analysis of cloud computing environments. This paper presents a study, analysis and comparison of various existing cloud simulation tools.",,2015,10.5120/20220-2500,"Y. Devi, Kalpana Ettikyala",0.9,1
146,An Analytical Study of Comparison Between GridSim Vs CloudSim Simulators,"The Grid Modeling and Simulation (GridSim) toolkit provides a comprehensive facility for simulation of application scheduling in different Grid computing environments. This paper presents a Java-based Graphical User Interface (GUI) tool called Visual Modeler (VM) which is developed as an additional component on top of the GridSim toolkit. Cloud computing aims to power the next generation data centers and enables application service providers to lease data center capabilities for deploying applications depending on user QoS (Quality of Service) requirements. To simplify this process, in this paper we propose CloudSim: an extensible simulation toolkit that enables modelling and simulation of Cloud computing environments. The CloudSim toolkit supports modelling and creation of one or more virtual machines (VMs) on a simulated node of a Data Center, jobs, and their mapping to suitable VMs. In this paper, we present the analytical comparison between two different environments are GridSim and CloudSim with experimental results and representing some result graphs.",,2015,10.5148/tncr.2015.7306,A. Nayyar,0.9,1
29,An HLA-Based Cloud Simulator for Mobile Cloud Environments,"Mobile Cloud Computing is a concept infrastructure wherein Cloud Computing resources are utilized to offload tasks from mobile elements. The combination of Cloud Computing and Mobile Computing increases the complexity of modeling and performance evaluation in terms of task scheduling policies, energy consumption model, the mobility of mobile devices over a layered architecture of both local Clouds and remote Cloud data centers. In this paper, a distributed HLA-based Cloud toolkit is proposed, enabling the modeling and simulation of Mobile Cloud Computing environment. The proposed toolkit simulates the behaviors of the Mobile system and the Cloud infrastructure, within which different resource scheduling policies can be evaluated in a repeatable manner. In addition, an HLA-based simulation scheduling scheme is proposed, trying to improve simulation execution efficiency by automatically parallelizing and distributing simulation components. A Cloud-based simulation resource management paradigm is also implemented, handling the configuration and maintenance issues regarding underlying system resources and simulation data. Based on the experiments, the proposed toolkit can achieve better simulation execution efficiency, with consideration of both Cloud and Mobile behaviors, compared to current Cloud Computing environment simulators.",IEEE International Symposium on Distributed Simulation and Real-Time Applications,2016,10.1109/ds-rt.2016.23,"R. E. Grande, A. Boukerche, Shichao Guan",0.8888890000000000,1
10,Does CloudSim Accurately Model Micro Datacenters?,"Novel cloud computing algorithms and techniques are initially evaluated via testbeds, simulators and mathematical models of datacenter infrastructure. However, it can be difficult to perform cross validation of these platforms against realistic scale infrastructures due to the prohibitive costs involved. This paper describes an approach to evaluating a cloud simulator through an empirical study involving a micro datacenter of commodity Raspberry Pi devices. To demonstrate the methodology, we compare performance of real-world workloads on this physical infrastructure against corresponding models of the workloads and infrastructure on the CloudSim simulator. After modelling a Raspberry Pi micro datacenter in CloudSim, we claim that the simulator lacks sufficient accuracy for cloud infrastructure experiments.",IEEE International Conference on Cloud Computing,2017,10.1109/cloud.2017.97,"Dhahi Alshammari, Jeremy Singer, Timothy Storer",0.875,1
102,Modelling Low Power Compute Clusters for Cloud Simulation,"In order to minimise their energy use, data centre operators are constantly exploring new ways to construct computing infrastructures. As low power CPUs, exemplified by ARM-based devices, are becoming increasingly popular, there is a growing trend for the large scale deployment of low power servers in data centres. For example, recent research has shown promising results on constructing small scale data centres using Raspberry Pi (RPi) single-board computers as their building blocks. To enable larger scale experimentation and feasibility studies, cloud simulators could be utilised. Unfortunately, state-of-the-art simulators often need significant modification to include such low power devices as core data centre components. In this paper, we introduce models and extensions to estimate the behaviour of these new components in the DISSECT-CF cloud computing simulator. We show that how a RPi based cloud could be simulated with the use of the new models. We evaluate the precision and behaviour of the implemented models using a Hadoop-based application scenario executed both in real life and simulated clouds.","International Euromicro Conference on Parallel, Distributed and Network-Based Processing",2017,10.1109/pdp.2017.33,"Gábor Kecskeméti, Wajdi Hajji, Fung Po Tso",0.875,1
125,A Compact Cooling-System Model for Transient Data Center Simulations,"The ability to accurately model transient events is a key consideration in the design and operation of reliable and resilient data centers. While a standard compact transient model exists for IT-equipment thermal mass and transient building-envelope models are well known, there are no existing true “black-box” modeling techniques for data center cooling systems. We propose such a compact model which can be incorporated into simple flow-network and detailed CFD models alike. The model idealizes the cooling system as a heat exchanger in series with additional mass. For most data center applications, a “quasi-steady-state” model is sufficient for the heat exchanger portion, however, we also propose a numerical (discretized) approach which may be employed for the complete range of data center (and other) applications. Finally, we perform transient measurements on a small-scale heat exchanger in order to validate the model.",Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems,2018,10.1109/itherm.2018.8419515,"W. Tian, J. Vangilder, M. Condor, Quentin Menusier, C. Healey",0.8571430000000000,1
149,An Approach Toward Amelioration of a New Cloudlet Allocation Strategy Using Cloudsim,,,2018,10.3103/s0146411618030033,"Riman Mandal, Ranit Mutsuddy, Aritra Roy, Amritap Chowdhury, Sourav Banerjee, U. Biswas",0.8571430000000000,1
179,Generic input template for cloud simulators: A case study of CloudSim,"Cloud computing and its service models, such as Platform as a Service (PaaS), have changed the way that computing resources are allocated to Information and Communications Technology enterprises and users. Although multiple cloud providers support dynamic service provisioning, it is necessary to facilitate the management of the cloud infrastructure and applications in order to allow the continuous refinement of cloud models. Therefore, issues are raised regarding the cloud orchestration, including the flexible portability and interoperability of cloud applications among multiple cloud providers. Having said that, there is a need for a standardized design and management of the cloud use cases (during the creation of scenarios, application's deployment, and patching) to ensure efficient applications' migration between different providers. This paper proposes an artifact, GITS, a generic input template for CloudSim and other cloud simulators. GITS can be provided by PaaS offering to manage the creation, monitoring, administration, and patching of infrastructure and applications in the cloud. GITS defines the cloud schema that can be used with conforming cloud models and independent cloud providers, thus, portability and interoperability can be enabled in PaaS cloud models. GITS focuses on the architecture‐based modeling for cloud infrastructure and application not only in terms of computational resources but also in terms of high availability properties associated with infrastructure and applications. The main objective of the GITS template is to provide the cloud user with a modular, simple, readable, and reusable model that still supports the essential components and provide them with the ability to control the applications' execution, deployment, and other management needs in addition to the allocation environment. This paper describes GITS usage, specifically as an input template for CloudSim.","Software, Practice & Experience",2018,10.1002/spe.2674,"A. Shami, Manar Jammal, Hassan Hawilo, A. Kanso",0.8571430000000000,1
207,Cloud Simulation for Large-Scale Agent-Based Traffic Simulations,"It has always been the goal of urban system simulators to build ever-more detailed simulation models to understand the complex interactions between the different entities in the urban environment. In order to simulate these complex models, the computational power required is significant. The last two decades have shown that this problem of ever-more demanding software has been solved by increasing the processing power of a single CPU, increasing the number of processors of a CPU die and creating a better interconnect between the hardware nodes. The setup of such computing systems is an expensive endeavor and not accessible to everyone due to the complexity of setup and maintenance. Domain experts of smaller and medium-sized institutions are not able to conduct large-scale simulation experiments, since only large research centers like universities, large cooperations or the military can afford this kind of infrastructure. The growth of cloud computing in the last 10 years now allows computing environments to scale on demand. Since the infrastructure and services are comparable in performance to dedicated hardware, not only consumer-oriented web services can be improved, but also scientific simulation experiments can benefit greatly from this development. A high-performance simulation for urban systems is only one example. This thesis introduces a reference architecture for a cloud-based agent-based simulation platform, which allows domain experts of different fields to collaborate on simulation experiments. Apart from defining an abstract architecture, a specific implementation for traffic-simulation experiments has been developed as part of this thesis. This includes the extension of the SEMSim traffic (now CityMoS) simulation platform to be cloud capable as well as a data analysis framework for online data extraction of simulation data with a low bandwidth footprint. The scalability of cloud resources allows for a concurrent simulation-supported search-space exploration without much overhead. In this thesis an approach to improve the search-space exploration even further by using multi-resolution models to reduce the computational overhead when exploring a multi-dimensional search space is given.",,2019,10.1109/vppc46532.2019.8952361,D. Zehe,0.8333330000000000,1
59,Data center simulation for the BM@N experiment of the NICA project,"One of the uppermost tasks in creating a computing system of the NICA complex is predictive modeling of centers for storing and processing data from experimental setups of the complex, in particular, the BM@N experiment, and simulated events of particle collision for comparison with the expected results of real processes of data storage and processing. To solve the effective simulation problem, a new approach was chosen. It is based on the representation of information processes as byte streams and the use of probability distributions of significant data acquisition processes. The article presents the current status of the developed program and the first results of modeling centers for processing and storing data from the BM@N experiment of the NICA complex under different scenarios for launching jobs for the next run scheduled for 2021.",PROCEEDINGS OF THE 24TH INTERNATIONAL SCIENTIFIC CONFERENCE OF YOUNG SCIENTISTS AND SPECIALISTS (AYSS-2020),2021,10.1063/5.0063338,"V. Trofimov, G. Ososkov, K. Gertsenberger, D. Priakhina",0.75,1
124,Criteria for the CloudSim Environment,"CPU is undoubtedly the most important resource of the computer system. Recent advances in software and system architecture have increased processing complexity, as computing is now distributed and parallel. CloudSim represents the complexity of an application in terms of its computational requirements. CloudSim [9] is a complete solution for simulating Cloud Computing environments and building test beds for provisioning algorithms. This paper analyzes and evaluates the performance of cloud environment modeling using CloudSim. We describe the CloudSim architecture and then investigate the new models and techniques in CloudSim.",arXiv.org,2018,10.28991/cej-03091192,"Omid Khatibi, Arezoo Khatibi",0.7142860000000000,1
178,Efficient Energy Sources Scheduling in Green Powered Datacenters: A Cloudsim Implementation,"In this paper we address the issue of managing different energy sources which supply green powered datacenters. The sources are scheduled based on a priority scheme, aiming to maximize the renewable energy utilization, minimize the energy used from the grid and optimize battery usage. Dynamic power capping technique is used to put a threshold on the drawn energy from the grid. The algorithm is implemented and tested in CloudSim simulator. Renewable energy is considered as solar energy. A workload scheduling algorithm is already implemented for higher renewable energy utilization. The results show that the proposed scheme is efficient and it is a promising direction in the field of the optimization in datacenters using renewable energy.",,2016,10.1109/softcom.2016.7772131,"J. Pierson, N. Frasheri, P. Stolf, Enida Sheme, Georges Da Costa",0.6666670000000000,1
208,Optimization of Cloud Data Center using CloudSim – A methodology,"Cloud computing can be termed as provisioning of computing power, storage, Infrastructure and other resources over the internet as an on-demand pay service. Recent developments in the technological advancement are in the cloud storage, security, fault tolerances, load balancing and optimization. Cloud simulator is a tool that assists in modelling different cloud applications. Cloudism offers a simulation framework for modelling and simulation that emphasis more on exploring design issues without factoring cloud infrastructure and services. Load balancing in cloud is a method of allocation of workload across multiple nodes to obtain resource optimization with minimum response time. In this paper the state of the art of the cloud simulations along with an approach implemented using CloudSim3.0 is illustrated.",International Conference on Computing and Convergence Technology,2019,10.1109/iccct2.2019.8824950,"B. Priya, T. Gnanasekaran",0.6666670000000000,1
136,Single Sign-On in Cloud Federation using CloudSim,"Single Sign-On (SSO) is an authentication mechanism in which a Cloud Service Consumer (CSC) needs to be authenticated only once while accessing various services from multiple service providers, or when accessing multiple services from the same service provider. In the case of Cloud Federation, the consumers can get services from various Cloud Service Providers (CSPs) who are members of the federation, and SSO can be used to verify the legitimate users without requiring them to get authenticated with each service provider separately. CloudSim is a popular tool used for simulating various cloud computing scenarios. As of now, the simulator lacks effective user authentication and authorization methods with it. In this paper, we discuss the design and implementation of SSO mechanism in the Cloud Federation scenario using the CloudSim toolkit. We have used the Fully Hashed Menezes-Qu-Vanstone (FHMQV) protocol for the key exchange and the Symmetric Key Encryption technique AES-128 for encrypting the identity tokens. We give the workflow model for the proposed approach of SSO in the Cloud Federation and also, the execution time taken in the simulation for various Single Sign-On scenarios where the number of SSO required varies are also shown.",,2015,10.5815/ijcnis.2015.06.06,"A. Dhole, Manoj V. Thomas, K. Chandrasekaran",0.6,1
163,Proposal for standard compact server model for transient data center simulations,,,2015,10.1115/ipack2015-48448,"Zachary M. Pardey, D. Demetriou, H. Khalifa, H. Erden, J. Vangilder, R. Schmidt",0.6,1
234,WEAVESIM: A SCALABLE AND REUSABLE CLOUD SIMULATION FRAMEWORK LEVERAGING ASPECT-ORIENTED PROGRAMMING,,,2020,10.5455/jjcit.71-1579451674,"Amin Jarrah, M. Hammad, Sawsan Alshattnawi, Anas Alsobeh",0.6,1
120,Performance evaluation of cloud computing simulation tools,"Cloud computing experiments can be conducted on simulators before they are tested on real data centre infrastructure. However, the validation of cloud system simulations is not a well-investigated topic in the literature. It can be difficult to select the suitable tools of simulation to predict infrastructure performance due to the variety of existing cloud computing simulators and their varying levels of accuracy. This paper applies an approach to evaluate any cloud simulator through a comparative validation method against micro data centre infrastructure. We have extended earlier work in evaluating cloud computing simulators by applying the method we used to evaluate CloudSim on other tools. We present the level of accuracy for the GreenCloud simulator and Mininet platforms by applying the comparative validation method and sensitivity analysis for the results on actual and simulated performance. According to our findings, GreenCloud currently does not predict the energy consumption for a micro datacenter accurately. On the other hand, Mininet shows reasonable accuracy in modelling the network performance.",2018 IEEE 3rd International Conference on Cloud Computing and Big Data Analysis (ICCCBDA),2018,10.1109/icccbda.2018.8386571,"Dhahi Alshammari, Jeremy Singer, Timothy Storer",0.5714290000000000,1
129,Evaluation and Enhancement of the EdgeCloudSim using Poisson Interarrival time and Load capacity,"Edge Computing comprises a set of computing ideas such as Fog Computing, Mobile Edge Computing (MEC) and Cloudlets. Technically Edge computing is more efficient and advanced when examined it versus the basic Cloud Computing and clear Mobile Computing. Edge Computing is applying for processing data on the edge of the network, and it solves several difficulties and challenges in networks like battery life limitation, bandwidth cost preservation and requirements for the response time. In this paper, we proposed a new enhancement into the EdgeCloudSim by using the Poisson Interarrival on the task and Evaluation the performance through loading capacity. In our enhancement we observed the number of failed tasks and network delay start to decrease from the previous study when the number of devices equals 750 and the best result achieved when the architecture is two-tier with EO.",International Conference on Computer Science and Information Technologies,2018,10.1109/csit.2018.8486288,"Sajeda Banat, W. Mardini, Toqa' Abu Zaitoun, M. Issa",0.5714290000000000,1
143,Virtual Machine Allocation Policy in Cloud Computing Environment using CloudSim,"Cloud computing has been widely accepted by the researchers for the web applications. During the past years, distributed computing replaced the centralized computing and finally turned towards the cloud computing. One can see lots of applications of cloud computing like online sale and purchase, social networking web pages, country wide virtual classes, digital libraries, sharing of pathological research labs, supercomputing and many more. Creating and allocating VMs to applications use virtualization concept. Resource allocates policies and load balancing polices play an important role in managing and allocating resources as per application request in a cloud computing environment. Cloud analyst is a GUI tool that simulates the cloud-computing environment. In the present work, the cloud servers are arranged through step network and a UML model for a minimization of energy consumption by processor, dynamic random access memory, hard disk, electrical components and mother board is developed. A well Unified Modeling Language is used for design of a class diagram. Response time and internet characteristics have been demonstrated and computed results are depicted in the form of tables and graphs using the cloud analyst simulation tool.",,2018,10.11591/ijece.v8i1.pp344-354,"T. Zaidi, Rampratap Rampratap",0.5714290000000000,1
147,Analysis of Cloud Environment Using CloudSim,,,2018,10.1007/978-981-10-7868-2_32,"E. Leavline, R. Priyadharshini, D. A. A. G. Singh",0.5714290000000000,1
45,Scheduling Cloudlets to Improve Response Time Using CloudSim Simulator,,,2021,10.1007/978-981-33-4084-8_46,"Lizia Sahkhar, Bunil Kumar Balabantaray",0.5,1
46,An Efficient Resource Utilization in VM Live Migration Techniques using CloudSim a Simulation tool,"In the era of cloud resources and edge computing the transferring of data from one node to another node server is a complicated task in which there should be no disruption. While any user is accessing the cloud services then it is required that shifting a virtual machine load from anywhere must be without disturbing the services on front end. There is a key problem which is high resource usage such as network usage, management of various cloud resources, tolerating the fault occurrence, consumption of energy etc. It is also required that the resource consumption should be more efficient when shifting the virtual machine load from one physical host to another particular physical host. This paper identifies a solution to manage the workload on different migration techniques without disruption of services in cloud computing environment.",,2021,10.1088/1757-899x/1116/1/012148,Ambika Gupta,0.5,1
