#,title,abstract,venue,year,doi,authors,relative_citation_index,relevance_score
32,Algorithms and Software for High-Performance Fracture Simulation on GPU Architectures,"Author(s): Lim, Rone Kwei | Advisor(s): Petzold, Linda R | Abstract: Computer simulation of fracture in materials with nonlinear mechanical response can be computationally expensive. These simulations often require a large number of degrees of freedom, and the nonlinearity in the problem can pose difficulties when computing solutions. This work focuses on two material models. The first model consists of rigid bricks interacting through nonlinear cohesive springs. Fracture in the material occurs through the rupture of the cohesive springs. The second, more complicated, model consists of deformable elements interacting through nonlinear cohesive springs. In the first model, we assume the bricks are under a quasi-static loading scenario. With this assumption, the problem can be solved using a global Monte Carlo minimization algorithm to minimize the energy of the system. The energy in the system comes from the deformation and rupture of the nonlinear cohesive springs. Since these simulations have a high computational cost, we have developed a GPU-based (Graphics Processing Unit) Monte Carlo minimization algorithm that offers a significant speedup compared to a conventional multithreaded CPU-based algorithm. With the second model, we have dynamic simulations with explicit time discretization. In this case we compute the force, acceleration, velocity, and position explicitly. The force in the system comes from both the deformation of the elements as well as the deformation of the nonlinear cohesive springs. We have developed explicit, CPU-based methods and implicit-explict methods on both CPUs and GPUs. Our implicit-explict GPU-based method achieves substantial performance improvement compared to the explicit, CPU-based method. We present our GPU-based implementation of AES (Advanced Encryption Standard), which is used in the Monte Carlo minimization algorithm to generate random numbers. Our implementation is substantially faster than CPU-based implementation of AES. It is also faster than previous GPU implementations of AES.",,2017,10.5977/jkasne.2017.23.3.330,R. K. Lim,0.125,4
41,An Out-of-Core Method for Physical Simulations on a Multi-GPU Architecture Using Lattice Boltzmann Method,"Simulating complex physical phenomena implies the manipulation of an important amount of data. In order to simulate very large simulation domains on a limited computing architecture, such as industrial infrastructures, solutions have to be proposed. In this paper, a new out-of-core method is introduced in order to perform fast physical simulations using a complex Lattice Boltzmann model (LBM) on a single-node multi-GPU (CUDA) architecture. GPU global memory generally is far lower than the CPU main memory, can be problematic for a large simulation domain. The objective of this paper is to propose an efficient method of data exchanges between GPUs, the CPU main memory, which allows to perform fast complex simulations on large installations. The combination of this method with the massive parallelism of GPUs allows to keep good simulation performance. A complex simulation involving two physical components (water + air) is used in order to validate this method.","2016 Intl IEEE Conferences on Ubiquitous Intelligence & Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People, and Smart World Congress (UIC/ATC/ScalCom/CBDCom/IoP/SmartWorld)",2016,10.1109/UIC-ATC-ScalCom-CBDCom-IoP-SmartWorld.2016.0099,"J. Duchateau, C. Renaud, G. Roussel, N. Maquignon, F. Rousselle",0.1111110000000000,4
120,Energy and Performance Prediction of CUDA Applications using Dynamic Regression Models,"Many emerging supercomputers and future exa-scale computing machines require accelerator-based GPU computing architectures for boosting their computing performances. CUDA is one of the widely applied GPGPU parallel computing platform for those architectures owing to its better performance for certain scientific applications. However, the emerging rise in the development of CUDA applications from various scientific domains, such as, bioinformatics, HEP, and so forth, has urged the need for tools that identify optimal application parameters and the other GPGPU architecture metrics, including work group size, work item, memory utilization, and so forth. In fact, the tuning process might end up with several executions of various possible code variants. This paper proposed Dynamic Regression models, namely, Dynamic Random Forests (DynRFM), Dynamic Support Vector Machines (DynSVM), and Dynamic Linear Regression Models (Dyn LRM) for the energy/performance prediction of the code variants of CUDA applications. The prediction was based on the application parameters and the performance metrics of applications, such as, number of instructions, memory issues, and so forth. In order to obtain energy/performance measurements for CUDA applications, EACudaLib (a monitoring library implemented in EnergyAnalyzer tool) was developed. In addition, the proposed Dynamic Regression models were compared to the classical regression models, such as, RFM, SVM, and LRM. The validation results of the proposed dynamic regression models, when tested with the different problem sizes of Nbody and Particle CUDA simulations, manifested the energy/performance prediction improvement of over 50.26 to 61.23 percentages.",International Symposium on Electronic Commerce,2016,10.1145/2856636.2856643,"S. Benedict, R. Rejitha, Suja A. Alex",0.1111110000000000,4
147,Fast Race Detection and Profiling Framework for Heterogeneous System,"Heterogeneous computing is a growing trend in recent computer architecture design and is often used to improve the performance and power efficiency for computing applications by utilizing the special-purpose processors or accelerators, such as the Graphic Computing Unit (GPU), Field Programmable Gate Array (FPGA) and Digital Signal Processor (DSP). With the increase of complexity, the interaction among accelerators and processors could be deadfall if a race condition happens. However, the existing tools for such task are either too slow or hard to extend the race condition detection mechanism. Therefore, tools for application profiling with approximate timing model are important to the design of such heterogeneous systems in a timing manner. In this paper, we proposed a pluggable GPU interface on an existing timing approximate CPU simulator based on QEMU for analyzing the memory behavior of heterogeneous systems. Monitoring the memory behavior, the pluggable interface could be extended to any kinds of accelerators, such as GPU, DSP and FPGA, for race condition detection. Taking the GPU as an example, we integrated the detailed GPU simulator from Multi2Sim with the existing timing approximate CPU simulator, VPA, to showcase the efficiency of the proposed work. The experimental results showed that the emulation speed of the proposed framework reached at most 9x faster than Multi2Sim with acceptable timing results accuracy which is less than 20% error rate from our previous work. In addition, the race condition detection mechanism further indicates the problematic memory accesses to user.",International Conference on Supercomputing,2016,10.1109/ICS.2016.0110,"Chenggang Lai, Shih-Hao Hung, C. Yeh",0.1111110000000000,4
83,Communication efficient work distributions in stencil operation based applications,"In recent years, the use of accelerators in conjunction with CPUs, known as heterogeneous computing, has brought about significant performance increases for scientific applications. One of the best examples of this is lattice quantum chromodynamics (QCD), a stencil operation based simulation. These simulations have a large memory footprint necessitating the use of many graphics processing units (GPUs) in parallel. This requires the use of a heterogeneous cluster with one or more GPUs per node. In order to obtain optimal performance, it is necessary to determine an efficient communication pattern between GPUs on the same node and between nodes. In this paper, we present a performance model based method for minimizing the communication time of applications with stencil operations, such as lattice QCD, on heterogeneous computing systems with a non‐blocking InfiniBand interconnection network. The proposed method is able to increase the performance of the most computationally intensive kernel of lattice QCD by 25% due to improved overlapping of communication and computation. We also demonstrate that the aforementioned performance model and efficient communication patterns can be used to determine a cost efficient heterogeneous system design for stencil operation based applications. Copyright © 2014 John Wiley & Sons, Ltd.",Concurrency and Computation,2015,10.1002/cpe.3210,"T. El-Ghazawi, L. Ríha, J. Schneible, A. Alexandru, Maria Malik",0.1,4
139,Asynchronous OpenCL/MPI numerical simulations of conservation laws,"Hyperbolic conservation laws are important mathematical models for describing many phenomena in physics or engineering. The Finite Volume (FV) method and the Discontinuous Galerkin (DG) methods are two popular methods for solving conservation laws on computers. Those two methods are good candidates for parallel computing: • they require a large amount of uniform and simple computations, • they rely on explicit time-integration • they present regular and local data access pattern. In this paper, we present several FV and DG numerical sim- ulations that we have realized with the OpenCL and MPI paradigms. First, we compare two optimized implementations of the FV method on a regular grid: an OpenCL implementation and a more traditional OpenMP implementation. We compare the efficiency of the approach on several CPU and GPU architectures of different brands. Then we give a short presentation of the DG method. Finally, we present how we have implemented this DG method in the OpenCL/MPI framework in order to achieve high efficiency. The implementation relies on a splitting of the DG mesh into sub-domains and sub-zones. Different kernels are compiled according to the zones properties. In addition, we rely on the OpenCL asynchronous task graph in order to overlap OpenCL computations, memory transfers and MPI communications.",Software for Exascale Computing,2015,10.1145/2791321.2791325,"T. Strub, M. Roberts, P. Helluy, M. Massaro",0.1,4
150,Finite element numerical integration for first order approximations on multi-core architectures,"The paper presents investigations on the implementation and performance of the finite element numerical integration algorithm for first order approximations and three processor architectures, popular in scientific computing, classical CPU, Intel Xeon Phi and NVIDIA Kepler GPU. A unifying programming model and portable OpenCL implementation is considered for all architectures. Variations of the algorithm due to different problems solved and different element types are investigated and several optimizations aimed at proper optimization and mapping of the algorithm to computer architectures are demonstrated. Performance models of execution are developed for different processors and tested in practical experiments. The results show the varying levels of performance for different architectures, but indicate that the algorithm can be effectively ported to all of them. The general conclusion is that the finite element numerical integration can achieve sufficient performance on different multiand many-core architectures and should not become a performance bottleneck for finite element simulation codes.",arXiv.org,2015,10.1115/omae2015-42101,"K. Banas, J. Bielanski, Filip Kruzel",0.1,4
28,Transient-simulation guided graph sparsification approach to scalable Harmonic Balance (HB) analysis of post-layout RF circuits leveraging heterogeneous CPU-GPU computing systems,"Harmonic Balance (HB) analysis is key to efficient verification of large post-layout RF and microwave integrated circuits (ICs). This paper introduces a novel transient-simulation guided graph sparsification technique, as well as an efficient runtime performance modeling approach tailored for heterogeneous manycore CPU-GPU computing system to build nearly-optimal subgraph preconditioners that can lead to minimum HB simulation runtime. Additionally, we propose a novel heterogeneous parallel sparse block matrix algorithm by taking advantages of the structure of HB Jacobian matrices as well as GPU's streaming multiprocessors to achieve optimal work load balancing during the preconditioning phase of HB analysis. We also show how the proposed preconditioned iterative algorithm can efficiently adapt to heterogeneous computing systems with different CPU and GPU computing capabilities. Extensive experimental results show that our HB solver can achieve up to 20X speedups and 5X memory reduction when compared with the state-of-the-art direct solver highly optimized for eight-core CPUs.",Design Automation Conference,2015,10.1145/2744769.2744920,"Zhuo Feng, Lengfei Han",0.0,4
31,A GPU-Accelerated Hydrodynamics Solver For Atmosphere-Fire Interactions,"A fundamental process to understand fire spread is the atmospheric flow. Building computational tools to simulate this complex flow has several challenges including boundary layer effects, resolving vegetation and the forest canopies, conserving fluid mass, and incorporating fire-induced flows. We develop a two-dimensional hydrodynamic solver that models fire-induced flow as a convective sink that converts the two-dimensional horizontal flow into a vertical flow through the buoyant plume. The resulting equations are the two-dimensional Navier-Stokes equations, but with point source delta functions appearing in the conservation of mass equation. We develop a projection method to solve these equations and implement them on a GPU architecture. The ultimate goalis to simulate wildfire spread faster than real-time, and with the ability for users to introduce real-time updates in an augmented reality sandbox.",SIGGRAPH Posters,2022,10.1145/3532719.3543263,"B. Quaife, K. Speer, Jhamieka Greenwood",0.0,4
34,Reliability issues in GPGPUs,"The present work discusses approaches for implementing software redundancy schemes using the open source GPGPU model FlexGrip to increase the reliability of a GPGPU. ?? ??Most GPUs do not feature hardware support for error detection, and a device such as GPGPU a corrupt result could be unacceptable, as applications such as machine vision rely on the correctness of the processed image. A fault could occur at any time during the operation of the device, and it's critical that it is either masked or detected. Therefore improving the fidelity of GPGPU using software redundancy seems to be the only way to avoid errors. ?? ??In this work of thesis several approaches for matrix multiplication were produced, recording the performance of each; The three approaches differ in the method by which they guarantee the correct result. The first case is double comparison (DWC) which implies repeatedly performing operations and comparing the results, in case they are equal the correct result is stored in memory. ??The second method is the TMR. It is based on the triplication of resources and a voter who establishes by a majority which element is the correct one. The last method studied is ABFT which through comparisons identifies in which cell the error occurred and corrects it. ?? ??Each code was tested on the FlexGrip model after the injection of static faults inside the register file of each streaming multiprocessor. The expected result of each program obtained in simulation - the ""golden output"" - was compared to the same result in presence of injected static faults. ?? ??Results were finally collected and the fault coverage analysed, along with the time required and memory space. Future tests may be performed with different fault models, such as transient or delay faults, since the behaviour of the circuit would vary unpredictably.",,2019,10.4324/9780429276316-4,Chiara Penaglia,0.0,4
35,BcBench: Exploring Throughput Processor Designs based on Blockchain Benchmarking,"Benchmark suites have become the most important wheel to drive the research of GPU architecture designs. The most popular GPU benchmark suites, such as Rodinia and Parboil, cover a wide range of real-world applications, which provide a good reference for the researchers to estimate the performance behaviors of the GPU devices in production. However, the existing GPU benchmarks were initially proposed a decade ago, which unfortunately cannot reflect the unique features of the latest GPU applications accurately. Therefore, it is inappropriate to employ the stale benchmarks as the reference to evaluate the state-of-the-art GPU architectures. Tackling this challenge, we propose BcBench, a new set of GPU workloads collected from the emerging blockchain applications. BcBench is designed for estimating the performance behaviors of the future GPU architectures in accelerating the execution of the emerging applications. To this end, we have ported BcBench to the popular GPU simulators (e.g., GPGPU-Sim) for in-depth performance analysis. We first characterize the blockchain workloads at the micro-architecture level of GPUs fully by leveraging the adequate statistics generated by the GPU simulator. We then conclude five key observations from the workload characterization. We further explore five future GPU architecture designs, which target for the blockchain applications.",ACM Symposium on Applied Computing,2023,10.1145/3555776.3577701,"Yue Chen, Xiurui Pan, Shushu Yi, Jie Zhang",0.0,4
42,TH-AB-BRA-07: PENELOPE-Based GPU-Accelerated Dose Calculation System Applied to MRI-Guided Radiation Therapy.,"PURPOSE\nThe clinical commissioning of IMRT subject to a magnetic field is challenging. The purpose of this work is to develop a GPU-accelerated Monte Carlo dose calculation platform based on PENELOPE and then use the platform to validate a vendor-provided MRIdian head model toward quality assurance of clinical IMRT treatment plans subject to a 0.35 T magnetic field.\n\n\nMETHODS\nWe first translated PENELOPE from FORTRAN to C++ and validated that the translation produced equivalent results. Then we adapted the C++ code to CUDA in a workflow optimized for GPU architecture. We expanded upon the original code to include voxelized transport boosted by Woodcock tracking, faster electron/positron propagation in a magnetic field, and several features that make gPENELOPE highly user-friendly. Moreover, we incorporated the vendor-provided MRIdian head model into the code. We performed a set of experimental measurements on MRIdian to examine the accuracy of both the head model and gPENELOPE, and then applied gPENELOPE toward independent validation of patient doses calculated by MRIdian's KMC.\n\n\nRESULTS\nWe achieve an average acceleration factor of 152 compared to the original single-thread FORTRAN implementation with the original accuracy preserved. For 16 treatment plans including stomach (4), lung (2), liver (3), adrenal gland (2), pancreas (2), spleen (1), mediastinum (1) and breast (1), the MRIdian dose calculation engine agrees with gPENELOPE with a mean gamma passing rate of 99.1% ± 0.6% (2%/2 mm).\n\n\nCONCLUSIONS\nWe developed a Monte Carlo simulation platform based on a GPU-accelerated version of PENELOPE. We validated that both the vendor provided head model and fast Monte Carlo engine used by the MRIdian system are accurate in modeling radiation transport in a patient using 2%/2 mm gamma criteria. Future applications of this platform will include dose validation and accumulation, IMRT optimization, and dosimetry system modeling for next generation MR-IGRT systems.",Medical Physics (Lancaster),2016,10.1118/1.4958058,"Y. Hu, V. Rodriguez, Y. Wang, H. Wooten, H. Li, S. Mutic, T. Zhao, D. Yang, T. Mazur, O. Green",0.0,4
44,Exploration of the Human Purkinje Network in Virtual Populations,"This thesis investigates the Purkinje network (PN) and its dependency on the heart shape (HS) through cardiac simulation on virtual populations (VPs). The heart is a complex organ and essential to the wellbeing of humans; its dysfunction is responsible for more than 27% of all deaths in the UK. The PN delivers the activation impulse to the ventricles of the heart and ensures their synchronous activation. Thus, the morphology of the PN is important, but it varies between species and in vivo imaging is not feasible. However, computer simulation could provide an alternative experimental tool. \nIn simulation of the cardiac electrophysiology, the PN is often replaced by stimulus points on the HS that are ﬁtted to physiological measurements (heart activation times, ECG). Thus, not allowing the study of the PN morphology, nor studies of arrhythmia involving re-entry into the PN. In this thesis, three studies involving explicit models of PNs have been conducted. \nFirst, an eﬃcient algorithm for solving electrophysiology models for the PN is introduced. These allow performing simulations of physiological activations. To minimise the time for simulations, parallelisation with CPU and GPU architectures are investigated, which is of interest for VP studies. \nIn the second study, false tendons (FTs) are studied, which provide an additional connection from the left bundle branch (LBB) and are potentially beneﬁcial in case of LBB block. Therefore, the reduction in activation times by FT is studied as a function of the HS. \nIn the third study, an automatically generated VP is used to explore uncertainty in the PN morphology. The conjecture is that the PN structure adapts to the HS. The coverage of the septum and the minimum distance of the PN to the base are varied. The features of the resulting ECG are used to ﬁnd the PN that gives maximally synchronised contraction.",,2016,10.1007/978-3-319-28712-6_10,M. Lange,0.0,4
47,A study of recent contributions on performance and simulation techniques for accelerator devices,"High performance computing platform is moving from homogeneous individual unites to heterogeneous systems. Where each unit is a combination of homogeneous cores and accelerator devices. Accelerator s uch as GPUs, FPGAs, DSPs, these devices usually designed for the specific and intensive type of computing tasks. The presence of these devices have created fresh and attractive development platforms for developers and designers, brand new performance analysis frameworks and optimization tools. This is the cutting edge in the performance of some accelerator devices like GPUs and Intel's Xeon Phi. We outline some of the existing heterogeneous systems and their development frameworks. The core of this study is a review of performance modeling of these devices. In this paper, we address the emerging issues that affect the performance of these devices and associated techniques employed for simulation and evaluation.",International Conference on E-Learning and E-Technologies in Education,2017,10.1109/ICEEE2.2017.7935829,"Hussein Ajam, Michael Opoku Agyeman",0.0,4
50,Techniques for Managing Irregular Control Flow on GPUs,"GPGPU is a highly multithreaded throughput architecture that can deliver high speed-up for regular applications while remaining energy efficient. In recent years, there has been much focus on tuning irregular applications and/or the GPU architecture to achieve similar benefits for irregular applications as well as efforts to extract data parallelism from task parallel applications. In this work we tackle both problems.The first part of this work tackles the problem of Control divergence in GPUs. GPGPUs’ SIMT execution model is ineffective for workloads with irregular control-flow because GPGPUs serialize the execution of divergent paths which lead to thread-level parallelism (TLP) loss. Previous works focused on creating new warps based on the control path threads follow, or created different warps for the different paths, or ran multiple narrower warps in parallel. While all previous solutions showed speedup for irregular workloads, they imposed some performance loss on regular workloads. In this work we propose a more fine-grained approach to exploit intra-warpconvergence: rather than threads executing the same code path, opcode-convergent threadsexecute the same instruction, but with potentially different operands. Based on this new definition we find that divergent control blocks within a warp exhibit substantial opcode convergence. We build a compiler that analyzes divergent blocks and identifies the common streams of opcodes. We modify the GPU architecture so that these common instructions are executed as convergent instructions. Using software simulation, we achieve a 17% speedup over baseline GPGPU for irregular workloads and do not incur any performance loss on regular workloads.In the second part we suggest techniques for extracting data parallelism from irregular, task parallel applications in order to take advantage of the massive parallelism provided by the GPU. Our technique involves dividing each task into multiple sub-tasks each performing less work and touching a smaller memory footprint. Our framework performs a locality-aware scheduling that works on minimizing the memory footprint of each warp (a set of threads performing in lock-step). We evaluate our framework with 3 task-parallel benchmarks and show that we can achieve significant speedups over optimized GPU code.",,2020,10.25394/PGS.8041376.V1,Jad Hbeika,0.0,4
51,Multi-agent System with Multiple Group Modelling for Bird Flocking on GPU,"Birds flocking is an interesting natural phenomenon to study as proven by numerous papers in this field. In this paper, we present a GPGPU model for birds flocking simulation using NVIDIA's CUDA framework. This technology has been widely adopted in computational science and have dramatically increased computation performances. Using the autonomous agent approach with multi-agents and multiple groups for birds flocking modeling, we present the ACIADDRI model both aggregate motion of a large number of birds in virtual environment and other species or predators avoidance in the plane as well. From these experiments we gained significant performance improvements in the terms of speedup. In conclusion, the work shows that the use of the CUDA technology can be effective to cut computational costs also in multi-agent modeling.","International Euromicro Conference on Parallel, Distributed and Network-Based Processing",2016,10.1109/PDP.2016.112,"D. D'Ambrosio, W. Spataro, Rahmat Hidayat, E. D. Giorgio, D. Spataro",0.0,4
54,X-Aevol: GPU implementation of an evolutionary experimentation simulator,"X-Aevol is the GPU port of the Aevol model, a bio-inspired genetic algorithm designed to study the evolution of micro-organisms and its effects on their genome structure. This model is used for in-silico experimental evolution that requires the computation of populations of thousands of individuals during tens of millions of generations. As the model is extended with new features and experiments are conducted with larger populations, computational time becomes prohibitive. X-Aevol is a response to the need of more computational power. It was designed to leverage the massive parallelization capabilities of GPU. As Aevol exposes an irregular and dynamic computational pattern, it was not a straightforward process to adapt it for massively parallel architectures. In this paper, we present how we have adapted the Aevol underlying algorithms to GPU architectures. We implement our new algorithms with CUDA programming language and test them on a representative benchmark of Aevol workloads. To conclude, we present our performance evaluation on NVIDIA Tesla V100 and A100. We show how we reach a speed-up of 1,000 over a sequential execution on a CPU and the speed-up gain up to 50% from using the newer Ampere micro-architecture in comparison with Volta one.",GECCO Companion,2021,10.1145/3449726.3463195,"T. Gautier, Jonathan Rouzaud-Cornabas, L. Turpin",0.0,4
55,Towards Detailed Real-Time Simulations of Cardiac Arrhythmia,"Recent advances in personalized arrhythmia risk prediction show that computational models can provide not only safer but also more accurate results than invasive procedures. However, biophysically accurate simulations require solving linear systems over fine meshes and time resolutions, which can take hours or even days. This limits the use of such simulations in the clinic where diagnosis and treatment planning can be time sensitive, even if it is just for the reason of operation schedules. Furthermore, the non-interactive, non-intuitive way of accessing simulations and their results makes it hard to study these collaboratively. Overcoming these limitations requires speeding up computations from hours to seconds, which requires a massive increase in computational capabilities.Fortunately, the cost of computing has fallen dramatically in the past decade. A prominent reason for this is the recent introduction of manycore processors such as GPUs, which by now power the majority of the world’s leading supercomputers. These devices owe their success to the fact that they are optimized for massively parallel workloads, such as applying similar ODE kernel computations to millions of mesh elements in scientific computing applications. Unlike CPUs, which are typically optimized for sequential performance, this allows GPU architectures to dedicate more transistors to performing computations, thereby increasing parallel speed and energy efficiency.",2019 Computing in Cardiology (CinC),2019,10.23919/CinC49843.2019.9005849,"Xing Cai, Kristian Gregorius Hustad, H. Arevalo, J. Langguth",0.0,4
57,A comparison of Algebraic Multigrid Bidomain solvers on hybrid CPU-GPU architectures,"The numerical simulation of cardiac electrophysiology is a highly challenging problem in scientific computing. The Bidomain system is the most complete mathematical model of cardiac bioelectrical activity. It consists of an elliptic and a parabolic partial differential equation (PDE), of reaction-diffusion type, describing the spread of electrical excitation in the cardiac tissue. The two PDEs are coupled with a stiff system of ordinary differential equations (ODEs), representing ionic currents through the cardiac membrane. Developing efficient and scalable preconditioners for the linear systems arising from the discretization of such computationally challenging model is crucial in order to reduce the computational costs required by the numerical simulations of cardiac electrophysiology. In this work, focusing on the Bidomain system as a model problem, we have benchmarked two popular implementations of the Algebraic Multigrid (AMG) preconditioner embedded in the PETSc library and we have studied the performance on the calibration of specific parameters. We have conducted our analysis on modern HPC architectures, performing scalability tests on multi-core and multi-GPUs setttings. The results have shown that, for our problem, although scalability is verified on CPUs, GPUs are the optimal choice, since they yield the best performance in terms of solution time.",arXiv.org,2023,10.48550/arXiv.2311.13914,"Simone Scacchi, Edoardo Centofanti",0.0,4
64,LAWS: Large-Scale Accelerated Wave Simulations on FPGAs,"Computing numerical solution to large-scale scientific computing problems described by partial differential equations is a common task in high-performance computing. Improving their performance and efficiency is critical to exa-scale computing. Application-specific hardware design is a well-known solution, but the wide range of kernels makes it infeasible to provision supercomputers with accelerators for all applications. This makes reconfigurable platforms a promising direction. In this work, we focus on wave simulations using discontinuous Galerkin solvers, as an important class of applications. Existing work using FPGAs is limited to accelerating specific kernels or small problems that fit into FPGA BRAM. We present LAWS, a generic and configurable architecture for large-scale accelerated wave simulation problems running on FPGAs out of DRAM. LAWS exploits fine- and coarse-grain parallelism using a scalable array of application-specific cores, and incorporates novel dataflow optimizations, including prefetching, kernel fusion, and memory layout optimizations to minimize data transfers and maximize DRAM bandwidth utilization. We further accompany LAWS with an analytical performance model that allows for scaling across technology trends and architecture configurations. We demonstrate LAWS on the simulation of elastic wave equations. Results show that a single FPGA core achieves 69% higher performance than 24 Xeon cores with 13.27x better energy efficiency, when given 1.94x less peak DRAM bandwidth. Scaling to the same peak DRAM bandwidth shows that an FPGA is 3.27x and 1.5x faster than 24 CPU cores and an Nvidia P100 GPU, with 22.3x and 4.53x better efficiency, respectively.",Symposium on Field Programmable Gate Arrays,2023,10.1145/3543622.3573160,"Dimitrios Gourounas, A. Fathi, Dimitar Trenev, L. John, Bagus Hanindhito, A. Gerstlauer",0.0,4
65,Exploration of GPU Cache Architectures Targeting Machine Learning Applications,"The computation power from graphics processing units (GPUs) has become prevalent in many fields of computer engineering. Massively parallel workloads and large data set capabilities make GPUs an essential asset in tackling today’s computationally intensive problems. One field that benefited greatly with the introduction of GPUs is machine learning. Many applications of machine learning use algorithms that show a significant speedup on a GPU compared to other processors due to the massively parallel nature of the problem set. The existing cache architecture, however, may not be ideal for these applications. The goal of this thesis is to determine if a cache architecture for the GPU can be redesigned to better fit the needs of this increasingly popular field of computer engineering. This work uses a cycle accurate GPU simulator, Multi2Sim, to analyze NVIDIA GPU architectures. The architectures are based on the Kepler series, but the flexibility of the simulator allows for emulation of newer features. Changes have been made to source code to expand on the metrics recorded to further the understanding of the cache architecture. Two suites of benchmarks were used: one for general purpose algorithms and another for machine learning. Running the benchmarks with various cache configurations led to insight into the effects the cache architecture had on each of them. Analysis of the results shows that the cache architecture, while beneficial to the general purpose algorithms, does not need to be as complex for machine learning algorithms. A large contributor to the complexity is the cache coherence protocol used by GPUs. Due to the high spacial locality associated with machine learning problems, the overhead needed by implementing the coherence protocol has little benefit, and simplifying the architecture can lead to smaller, cheaper, and more efficient designs.",,2019,10.1145/3343031.3350545,Gerald Kotas,0.0,4
66,Photon: A Fine-grained Sampled Simulation Methodology for GPU Workloads,"GPUs, due to their massively-parallel computing architectures, provide high performance for data-parallel applications. However, existing GPU simulators are too slow to enable architects to quickly evaluate their hardware designs and software analysis studies. Sampled simulation methodologies are one common way to speed up CPU simulation. However, GPUs apply drastically different execution models that challenge the sampled simulation methods designed for CPU simulations. Recent GPU sampled simulation methodologies do not fully take advantage of the GPU’s special architecture features, such as limited types of basic blocks or warps. Moreover, these methods depend on up-front analysis via profiling tools or functional simulation, making them difficult to use. To address this, we extensively studied the execution patterns of a variety of GPU workloads and propose Photon, a sampled simulation methodology tailored to GPUs. Photon incorporates methodologies that automatically consider different levels of GPU execution, such as kernels, warps, and basic blocks. Photon does not require up-front profiling of GPU workloads and utilizes a light-weight online analysis method based on the identification of highly repetitive software behavior. We evaluate Photon using a variety of GPU workloads, including real-world applications like VGG and ResNet. The final result shows that Photon reduces the simulation time needed to perform one inference of ResNet-152 with batch size 1 from 7.05 days to just 1.7 hours with a low sampling error of 10.7%.",Micro,2023,10.1145/3613424.3623773,"Yifan Sun, Trevor E. Carlson, Changxi Liu",0.0,4
75,Characterizing the Performance Bottlenecks of Irregular GPU Kernels,"Graphics processing units (GPUs) are increasingly being used to accelerate general-purpose applications, including applications with data-dependent, irregular memory access patterns and control flow. However, relatively little is known about the behavior of irregular GPU codes, and there has been minimal effort to quantify the ways in which they differ from regular general-purpose GPU applications. I examine the behavior of a suite of optimized irregular GPU applications written in CUDA on a cycle-level GPU simulator. I characterize the performance bottlenecks in each program and connect source code to microarchitectural performance characteristics. I also assess the performance impact of modifying hardware parameters such as the cache and DRAM bandwidths and latencies, data cache sizes, coalescing behavior, and warp scheduling policy, and I discuss the implications for future GPU architecture design. I find that, while irregular graph codes exhibit significantly more underutilized execution cycles due to branch divergence, load imbalance, and synchronization overhead than regular programs, overall, code optimizations are often able to effectively address these performance hurdles. Insufficient bandwidth, long memory latency, and poor cache effectiveness are the biggest limiters of performance. Applications with irregular memory access patterns are more sensitive to changes in L2 latency and bandwidth than DRAM latency and bandwidth. Additionally, greedy-then-oldest scheduling is the best simple warp scheduler for irregular codes, and two-level scheduling does not significantly improve the performance of such codes.",,2015,10.1109/sspd.2015.7288505,M. A. O'Neil,0.0,4
77,Optimizing Complex Spatially-Variant Coefficient Stencils for Seismic Modeling on GPU,"The Explicit Time Evolution (ETE) method is an innovative Finite-Difference (FD) type method to simulate the wave propagation in acoustic media with higher spatial and temporal accuracy. However, different from FD, it is difficult to achieve an efficient GPU design because of the poor memory access patterns caused by the off-axis points and spatially-variant coefficients. In this paper, we present a set of new optimization strategies for ETE stencils according to the memory hierarchy of NVIDIA GPU. To handle the problem caused by the complexity of the stencil shapes, we design a one-to-multi updating scheme for shared memory usage. To alleviate the performance damage resulted from the poor memory access pattern of reading spatially-variant coefficients, we propose a stencil decomposition method to reduce un-coalesced global memory access. Based on the state-of-the-art GPU architecture, combining with existing spatial and temporal stencil blocking schemes, we manage to achieve 9.6x and 9.9x speedups compared with a well-tuned 12-core CPUs version for 37-point and 73-point ETE stencils, respectively. Compared with a well-tuned MIC version, the best speedups for the 2 type stencils are 3.7x and 4.7x. Our designs leads to an ETE method that is 31.2x faster than conventional CPU-FD method and make it a practical seismic imaging technology.",International Conference on Parallel and Distributed Systems,2015,10.1109/ICPADS.2015.86,"L. Gan, Guangwen Yang, H. Fu, N. Dai, Wei Wu, He Zhang, Jiarui Fang",0.0,4
79,Performance evaluation using GEM 5-GPU simulator,With introduction of heterogeneous computing for developing and manufacturing next generation of computer it is necessary to have a simulator which would evaluate and simulate designed heterogeneous system showing how it would behave in actual application. The heterogeneous system refers to a system which uses more than one type of processor or cores. For the purpose of analyzing heterogeneous systems (CPU-GPU) behavior Gem5-gpu simulator was developed. The Gem5-gpu simulator was build combining two different simulators Gem5 simulator and GPGPU-sim simulator. The GPGPU-sim is used for simulating GPUs while Gem5 simulator is used for modelling CPUs. The Gem5-gpu combines best characteristics of both simulators.,International Conference Computing Methodologies and Communication,2017,10.1109/ICCMC.2017.8282713,"Sagar Namdev Sawal, Nitesh B. Guinde",0.0,4
