#|title|abstract|venue|year|doi|authors|relative_citation_index|relevance_score
1597|A Fast Local Algorithm for Track Reconstruction on Parallel Architectures|The reconstruction of particle trajectories, tracking, is a central process in the reconstruction of particle collisions in High Energy Physics detectors. At the LHCb detector in the Large Hadron Collider, bunches of particles collide 30 million times per second. These collisions produce about 10^9 particle trajectories per second that need to be reconstructed in real time, in order to filter and store data. Upcoming improvements in the LHCb detector will deprecate the hardware filter in favour of a full software filter, posing a computing challenge that requires a renovation of current algorithms and the underlying hardware. We present Search by triplet, a local tracking algorithm optimized for parallel architectures. We design our algorithm reducing Read-After-Write dependencies as well as conditional branches, incrementing the potential for parallelization. We analyze the complexity of our algorithm and validate our results. We show the scaling of our algorithm for an increasing number of collision events. We show sustained tests for our algorithm sequence given a simulated dataflow. We develop CPU and GPU implementations of our work, and hide the transmission times between device and host by executing a multi-stream pipeline. Our results provide a reliable basis for an informed assessment on the feasibility of LHCb event reconstruction on parallel architectures, enabling us to develop cost models for upcoming technology upgrades. The created software infrastructure is extensible and permits the addition of subsequent reconstruction algorithms.|IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum|2019|10.1109/IPDPSW.2019.00118|A. Riscos-Núñez, D. C. Pérez, N. Neufeld|0.3333333333333333|2
1600|Diffuse optical tomography with polarized light: a GPU-accelerated polarization-sensitive Monte Carlo simulations for efficient sensitivity kernel computation|In an effort to address Monte Carlo (MC) light prorogation shortcomings in terms of computational burden and light polarization-sensitivity, we report an efficient GPU-based MC for modeling polarized light in scattering medium.|European Conference on Biomedical Optics|2019|10.1117/12.2526939|J. Wojak, C. Macdonald, A. Silva, Hind Oulhaj, Vadim A. Markel, U. Tricoli|0.3333333333333333|2
1605|Probabilistic-Based Transient Stability Assessment of Power Systems with Virtual Synchronous Machines|In this paper, probabilistic-based transient stability analysis is performed on a four-machine 13-bus test system with virtual synchronous machines. The newly developed synchronverter model with bounded frequency and voltage integral controllers is implemented, which replaces the conventional synchronous generators in the test system one at a time at different locations. A large number of potential power system faults were simulated with GPU parallel computing to ensure the convergence of the probabilistic approach. The results quantified the transient stability of the system with synchronverters in terms of different locations, penetration levels, and parameter selections.|International Symposium on Industrial Electronics|2019|10.1109/ISIE.2019.8781299|Zhao Liu, Ziang Zhang|0.3333333333333333|2
185|Relative debugging for a highly parallel hybrid computer system|Relative debugging traces software errors by comparing two executions of a program concurrently - one code being a reference version and the other faulty. Relative debugging is particularly effective when code is migrated from one platform to another, and this is of significant interest for hybrid computer architectures containing CPUs accelerators or coprocessors. In this paper we extend relative debugging to support porting stencil computation on a hybrid computer. We describe a generic data model that allows programmers to examine the global state across different types of applications, including MPI/OpenMP, MPI/OpenACC, and UPC programs. We present case studies using a hybrid version of the `stellarator' particle simulation DELTA5D, on Titan at ORNL, and the UPC version of Shallow Water Equations on Crystal, an internal supercomputer of Cray. These case studies used up to 5,120 GPUs and 32,768 CPU cores to illustrate that the debugger is effective and practical.|International Conference for High Performance Computing, Networking, Storage and Analysis|2015|10.1145/2807591.2807605|Bob Moench, Chao Jin, A. Vose, M. N. Dinh, D. Abramson, L. D. Rose, Andrew Gontarek|0.3|2
225|3D Workload Subsetting for GPU Architecture Pathfinding|Growth of high-end 3D gaming, expansion of gaming to new devices like tablets and phones, and evolution of multiple Graphics APIs like Direct3D 10+, and OpenGL 3.0+ have led to an explosion in the number of workloads that need to be evaluated for GPU architecture path-finding. To decide on the optimal architecture configuration, the workloads need to be simulated on a wide range of architecture designs which incurs huge cost, both in terms of time and resources. In order to reduce the simulation cost of path-finding, extracting workload subsets from 3D workloads is essential. This paper presents a methodology to find representative workload subsets from 3D workloads by combining clustering and phase detection. In the first part, this paper presents a methodology to group draw-calls based on performance similarity by clustering on their micro architecture independent characteristics. Across 717 frames encompassing 828K draw-calls, the clustering solution obtained an average performance prediction error per frame of 1.0% at an average clustering efficiency of 65.8%. The clustering quality is additionally evaluated by calculating cluster outliers, which are clusters with intra cluster prediction error greater than 20%. The clustering quality, measured using cluster outliers, is an indication of the performance similarity of the individual clusters. Across the spectrum of frames, we found that on an average only 3.0% of the clusters are outliers which indicates a high clustering quality. In order to detect repetitive behavior in 3D workloads, we propose characterization of frame intervals using shader vectors and then using shader vector equality to extract the repeating patterns. We show that phases exist in each game in the Bio shock series enabling extraction of small representative subsets from the workloads. Performance improvement of the workload subsets, which are less than one percent of parent workload, with GPU frequency scaling has high correlation (correlation coefficient=99.7%+) to the performance improvement of its parent workload.|IEEE International Symposium on Workload Characterization|2015|10.1109/IISWC.2015.24|V. George|0.3|2
247|Real-time reconstruction solution for positron emission mammography imaging-guided intervention|Positron Emission Mammography (PEM) imaging systems with the ability in detection of millimeter-sized tumors were developed in recent years. And some of them have been well used in clinical applications. In consideration of biopsy application, a double-plane PET is more practical than a ring detector for the convenience of breast immobilization. In this study, the possibility of the imaging-guided intervention under a double-plane PET was studied. The distance between the planes is changeable with different breast size. And the system matrix is computed in real-time for every plane spacing. The biopsy motivation under the double-plane PET requires a high sensitivity, great resolution performance and a quickly reconstruction speed. The sensitivity result shows the central value is 13.28% with the 6cm spacing and 200-750keV energy window. The resolution modeling method shows the resolution recovery achieved in the cross-plane. The 3D-OSEM algorithm is applied. The reconstruction is supported with GPU (GeForce GTX 660). For the GPU acceleration, both projection and back-projection procedures use the tube model. Each tube is distributed with a thread and calculated in parallel in the GPU. A double plane PET is simulated above Geant4 Application for Emission Tomography (GATE) software based on MC methods. With all the span tubes calculated, the GPU takes 19 seconds to reconstruct the image while the CPU takes 1037 seconds. The image quality was tested with different acquisition times. The series of biopsy images are showed. The point and rod source both could be imaged in the simulated biopsy process.|Nuclear Science Symposium and Medical Imaging Conference|2015|10.1109/NSSMIC.2015.7582065|L. Shang, M. Yun, Long Wei, Zhen-Rui Lu, Wei Zhou, Lin Li, Pengfei Ying, Xiaoyue Gu|0.3|2
312|Real-time surgery simulation of intracranial aneurysm clipping with patient-specific geometries and haptic feedback|Providing suitable training for aspiring neurosurgeons is becoming more and more problematic. The increasing popularity of the endovascular treatment of intracranial aneurysms leads to a lack of simple surgical situations for clipping operations, leaving mainly the complex cases, which present even experienced surgeons with a challenge. To alleviate this situation, we have developed a training simulator with haptic interaction allowing trainees to practice virtual clipping surgeries on real patient-specific vessel geometries. By using specialized finite element (FEM) algorithms (fast finite element method, matrix condensation) combined with GPU acceleration, we can achieve the necessary frame rate for smooth real-time interaction with the detailed models needed for a realistic simulation of the vessel wall deformation caused by the clamping with surgical clips. Vessel wall geometries for typical training scenarios were obtained from 3D-reconstructed medical image data, while for the instruments (clipping forceps, various types of clips, suction tubes) we use models provided by manufacturer Aesculap AG. Collisions between vessel and instruments have to be continuously detected and transformed into corresponding boundary conditions and feedback forces, calculated using a contact plane method. After a training, the achieved result can be assessed based on various criteria, including a simulation of the residual blood flow into the aneurysm. Rigid models of the surgical access and surrounding brain tissue, plus coupling a real forceps to the haptic input device further increase the realism of the simulation.|Medical Imaging|2015|10.1117/12.2082053|Wolfgang Fenz, J. Dirnberger|0.3|2
415|GPU acceleration of iterative physical optics-based electromagnetic simulations|High fidelity prediction of the link budget between a pair of transmitting and receiving antennas in dense and complex environments is computationally very intensive at high frequencies. Iterative physical optics (IPO) is a scalable solution for electromagnetic (EM) simulations with complex geometry. In this paper, an efficient and robust solution is presented to predict the link budget between antennas in a dense environment. Two Nvidia GPUs with different number of cores and device memory were targeted for benchmarking the performance of the IPO algorithm. The results indicate that the GPU implementation of the IPO algorithm is memory bound. Also, the K40c GPU only provides 2× speedup over the GTX650M for cases less than 25K triangles, although it has 7.5× more cores than the GTX650M. The Nvidia K40c GPU provides a best case speedup of 7366× for a model that consists of 25K triangles at f = 2.4GHz.|IEEE Conference on High Performance Extreme Computing|2015|10.1109/HPEC.2015.7322465|V. Venugopalan, C. Tokgoz|0.3|2
418|Fast Daylight Coefficient Calculation Using Graphics Hardware|As people increasingly work in indoor environments, the need to provide natural lighting is becoming more widely recognized. Recent modelling standards such as LM-83 require the use of climate-based metrics based on daylight coefficients, rather than illuminance-based metrics that simulate single points in time. While calculations based on daylight coefficients are fast, computation of the daylight coefficients themselves is a slow process that must be repeated whenever the scene’s geometry or materials change. Therefore, it remains impractical to obtain accurate annual daylight simulation results during early design stages when designs are fluid and quickly changing. This paper describes the development of a new, faster tool to compute daylight coefficients using graphics hardware. The tool is an adaptation of rtrace_dc, the executable used by DAYSIM to calculate daylight coefficients, written using OptiXTM, a free library for GPU-based ray tracing. The effectiveness of the new tool is demonstrated using models of a typical office space with speed and results compared to rtrace_dc. The speed of the new tool is measured both on a typical workstation graphics card and on a high-end graphics server. The results show that the new tool achieves similar accuracy to the serial version but does so in one-fifth the time.||2015|10.26868/25222708.2015.2462|Nathaniel L. Jones, C. Reinhart|0.3|2
428|Accurately modeling the GPU memory subsystem|Nowadays, research on GPU processor architecture is extraordinarily active since these architectures offer much more performance per watt than CPU architectures. This is the main reason why massive deployment of GPU multiprocessors is considered one of the most feasible solutions to attain exascale computing capabilities. In this context, ongoing GPU architecture research is required to improve GPU programmability as well as to integrate CPU and GPU cores in the same die. One of the most important research topics in current GPUs, is the GPU memory hierarchy, since its design goals are very different from those of conventional CPU memory hierarchies. To explore novel designs to better support General Purpose computing in GPUs (GPGPU computing) as well as to improve the performance of GPU and CPU/GPU systems, researchers often require advanced microarchitectural simulators with detailed models of the memory subsystem. Nevertheless, due to fast speed at which current GPU architectures evolve, simulation accuracy of existing state-of-the-art simulators suffers. This paper focuses on accurately modeling the GPU memory subsystem. We identified three main aspects that should be modeled with more accuracy: i) miss status holding registers, ii) coalescing vector memory requests, and iii) non-blocking GPU stores. In this sense, we extend the Multi2Sim heterogeneous CPU/GPU processor simulator to model these aspects with enough accuracy. Experimental results show that if these aspects are not considered in the simulation framework, performance deviations can rise in some applications up to 70%, 75%, and 60%, respectively.|International Symposium on High Performance Computing Systems and Applications|2015|10.1109/HPCSim.2015.7237038|S. Petit, F. Candel, J. Sahuquillo, J. Duato|0.3|2
437|Photoelasticity Raycasting|We present a novel physically‐based method to visualize stress tensor fields. By incorporating photoelasticity into traditional raycasting and extending it with reflection and refraction, taking into account polarization, we obtain the virtual counterpart to traditional experimental polariscopes. This allows us to provide photoelastic analysis of stress tensor fields in arbitrary domains. In our model, the optical material properties, such as stress‐optic coefficient and refractive index, can either be chosen in compliance with the subject under investigation, or, in case of stress problems that do not model optical properties or that are not transparent, be chosen according to known or even new transparent materials. This enables direct application of established polariscope methodology together with respective interpretation. Using a GPU‐based implementation, we compare our technique to experimental data, and demonstrate its utility with several simulated datasets.|Computer graphics forum (Print)|2015|10.1111/cgf.12626|T. Ertl, F. Sadlo, M. Bußler|0.3|2
1225|DISCRETE PARTICLE METHOD IS A PREDICTIVE TOOL FOR SIMULATION OF MINE BLAST – A PARAMETER STUDY OF THE PROCESS AND APPROACH|The modeling of a buried charge is a very complex engineering task since many Design Variables need to be considered. The variables in question are directly related to the method chosen to perform the analysis and the process modeled. In order to have a Predictive Tool two main objectives have to be carried out, the first is a verification of the numerical approach with experimental data, the second objective is a sensitivity study of the numerical and process parameters. The emphasis of the present study covers the second objective. To perform this task a comprehensive sensitivity study of fourteen Design Variables was completed which required 1000+ computational hours. The modeling approach that was chosen was the Discrete Particle Method (DPM) to model the Soil and HE and the Finite Element Method for the Structure. The basis for the study was a blast event applied to a model of the TARDEC Generic Vehicle Hull. The Response Parameter was chosen to be the Total Blast Impulse on the structure. The non-linear transient dynamic explicit Finite Element solver used for the analysis was the IMPETUS Afea Solver ® which has implemented the DPM for blast simulations. The study includes soil characteristics, charge related parameters, such as size, type, geometry and location. Also the DOB, number of Discrete Particles etc. were considered. The results provide guide lines and in depth understanding of modeling buried charges with a coupled FEM and DPM approach. INTRODUCTION A large percentage of casualties in recent military conflicts are due to blast from buried mines, typically coming from Improvised Explosive Devices (IED). The number of Hostile Deaths resulting from “Operation Enduring FreedomAfghanistan” between 2001 and 2014 is around 2782. Of these, 1401 deaths were caused by IED’s, which is nearly 50% [1]. The design of better vehicle protection is necessary to reduce the casualties of our soldiers. At the heart of the design process is simulation technology which allows engineers to test and refine their ideas in a virtual environment before the costly step of building a prototype for physical testing. It is of vital importance to have predictive numerical tools for this process to minimize the number of physical tests. To obtain a predictive simulation tool for a specific application area, two main objectives have to be carried out successfully as shown in Figure 1. The first objective is verification against experiments, where the software is calibrated against simple tests and this is used as a base for prediction of more complicated scenarios where no experiments are available beforehand. Tuning of numerical and process parameters against already available experimental data does not make the software predictive. The second objective that must be considered is a sensitivity study of both the process parameters and the numerical parameters. This gains knowledge about the response of the numerical model and helps in the model calibration phase as well as illustration of the stability of the software. Proceedings of the 2015 Ground Vehicle Systems Engineering and Technology Symposium (GVSETS) Discrete Particle Method is a Predictive Tool for Simulation of Mine Blast – A Parameter Study of the Process and Approach, Jensen, et al. Page 2 of 13 Figure 1: Necessary objectives to consider when evaluating if a software program is a predictive tool. In this paper the Discrete Particle Method (DPM) provided in the IMPETUS Afea Solver ® , an Explicit Nonlinear Transient Dynamic FE solver is applied for modeling the mine blast event. The DPM module is described in great detail in [2, 3, 4] where the approach was verified against mine blast experiments. The module was also successfully applied in [5]. The benefit of the DPM method is further enhanced when combined with a solver that takes full advantage of the parallelization provided by GPU Technology. IMPETUS has been proved to accurately simulate mine blast during the last eight years, both by researchers and in commercial projects. An extensive number of experimental blast tests have been simulated. This means that the IMPETUS Solver satisfied the first objective of being a predictive software tool. The benefit to using the DPM is its high degree of accuracy for modeling Soil, Air and HE. The parameters for a HE are calibrated for a particular explosive based upon a standard cylinder test [2]. Similarly the soil parameters have to be determined as well but the variation of soil type does not include a simple list as the characteristics of the soil are affected by moisture content, level of compaction and the soil make up, e.g., sand, dirt, rocks, etc. [6-11]. The procedure to calibrate the soil model requires a good understanding of how the various DPM parameters influence the resulting blast load on a structure. The best way to explain this is with a sensitivity study, which is the second objective for obtaining a predictive simulation tool and the main purpose of this study. Recently an IMPETUS Afea finite element model of the TARDEC Generic Vehicle Hull was created. The model along with the IMPETUS Afea Hybrid III 50 th Percentile Dummy model is illustrated in Figure 2. The Hull model was chosen for the parameter study omitting the dummy as it does not influence the blast loading. It is a particularly relevant structure to use for the study as it is a real structure that has been blast tested by the US Army and continues to be used by TARDEC to better understand how to protect the occupant. Figure 2: IMPETUS model of the TARDEC Generic Vehicle Hull. By utilizing GPU technology in the IMPETUS Solver the computational time for this Base Model is approximately 9 hours. In this discussion the Blast Impulse on the structure was chosen as the Response Parameter. Note, the numerical results are compared with the “Base Model” numerical result since experimental data has not yet been publicly released by TARDEC. BASE MODEL RESULTS AND DESIGN SPACE Modeling blast events with the DPM is very straight forward in IMPETUS. It is done with the *PBLAST command where domains are defined for the Soil, HE and Air (if used). By simply specifying a total number of particles the solver automatically calculates the correct ratio between the domains. The solver has built-in packing algorithms for the domains in which Lagrangian structures can be embedded easily by simply including a part ID in the part set of the structural parts that interact with the particles. Furthermore, friction can be specified for the interaction between the soil and the structure. The modeling of HE is done with rigid spheres that have elastic impact for interparticle contact. The implemented approach is described in [2]. The type of HE is easily defined, e.g., C4 or TNT, by selecting one as part of the input, but in addition a user defined HE is also available. Next, the coordinates of the detonation point within the HE domain is defined by the user. The soil is also modeled with discrete rigid particles but the inter particle contact includes both friction and damping. Proceedings of the 2015 Ground Vehicle Systems Engineering and Technology Symposium (GVSETS) Discrete Particle Method is a Predictive Tool for Simulation of Mine Blast – A Parameter Study of the Process and Approach, Jensen, et al. Page 3 of 13 The rheological model for the soil is illustrated in Figure 3, showing the springs and the damper. The normal and tangential spring constants are given the same value. Figure 3: The applied rheological model for the soil. The soil is packed using a unit cell with periodic boundaries that makes it possible to repeat the geometry to generate the Soil Bed. These unit cells are then scaled which affects the inter particle stiffness which becomes k=L/L0·k0 where L is the scaled size of the unit cell, L0 is the un-scaled size and k0 is the stiffness of the un-scaled unit cell. The details of the implementation are shown in [2, 3]. As for the HE, the soil can also be specified using built-in calibrated models, either as dry or wet but it is recommended to calibrate the soil based on a blast test of a rigid flat plate using the Soil Bed that is to be used for the more complicated structure. This will require using the “user defined soil option” which is straight forward to specify. It includes the soil density, the soil particle stiffness, the soil particle friction and damping. For dry soil, stiffness and friction is used and for wet soil stiffness and damping. A detailed description of the procedure for soil calibration can be found in [12]. The set-up in the command file only requires a few lines as illustrated in Figure 4. Figure 4: The *PBLAST command is used for defining the blast set-up [13]. Design Space It is always a challenge to define the experimental matrix or the Design Space when a sensitivity study or optimization is carried out. In fact, the Design Space often changes during the study due to unknown constraints on the design variables or physical limitations on the process parameters. Based on the experience and interest of the authors, 14 design variables were chosen to illustrate both approach but also process parameters. For each of the design variables between three to five or more variations where tested, leading to around 80 entities in the Design Space, each representing a numerical simulation. Less could of course have been selected but the knowledge obtained will be very helpful in future work in the field of mine blast simulations. The following characterization of the parameters illustrates the base for the Design Space:  Soil: Density, packing routine, inter particle stiffness, inter particle friction, inter particle damping, soil domain size and friction between structure and soil.  Charge: Charge size, geometry, HE type, orientation (angle), off center location, DOB.  General: Total number of particles. Each of the design variables and their settings are described in the numeri||2015|10.1115/detc2015-46104|Morten Rikard Jensen, Wilford Smith|0.3|2
1263|Parallel Numerical Simulations of Three-Dimensional Electromagnetic Radiation with MPI-CUDA Paradigms|Using parallel computation can enhance the performance of numerical simulation of electromagnetic radiation and get great runtime reduction. We simulate the electromagnetic radiation calculation based on the multicore CPU and GPU Parallel Architecture Clusters by using MPI-OpenMP and MPI-CUDA hybrid parallel algorithm. This is an effective solution comparing to the traditional finite-difference time-domain method which has a shortage in the calculation of the electromagnetic radiation on the problem of inadequate large data space and time. What is more, we use regional segmentation, subregional data communications, consolidation, and other methods to improve procedures nested parallelism and finally verify the correctness of the calculation results. Studying these two hybrid models of parallel algorithms run on the high-performance cluster computer, we draw the conclusion that both models are suitable for large-scale numerical calculations, and MPI-CUDA hybrid model can achieve higher speedup.||2015|10.1155/2015/823426|Longji Tang, Anping Song, Bing He, Jiang-rong Xie, Xiaowei Wang|0.3|2
1330|Optimizing Quantum Simulation for Heterogeneous Computing: a Hadamard Transformation Study|The D-GM execution environment improves distributed simulation of quantum algorithms in heterogeneous computing environments comprising both multi-core CPUs and GPUs. The main contribution of this work consists in the optimization of the environment VirD-GM, conceived in three steps: (i) the theoretical studies and implementation of the abstractions of the Mixed Partial Process defined in the qGM model, focusing on the reduction of the memory consumption regarding multidimensional QTs; (ii) the distributed/parallel implementation of such abstractions allowing its execution on clusters of GPUs; (iii) and optimizations that predict multiplications by zero-value of the quantum states/transformations, implying reduction in the number of computations. The results obtained in this work embrace the distribute/parallel simulation of Hadamard gates up to 21 qubits, showing scalability with the increase in the number of computing nodes.||2015|10.1088/1742-6596/649/1/012004|M. Pilla, A. Maron, R. Reiser, Murilo F Schumalfuss, A. B. de Ávila|0.3|2
1336|A heterogeneous computing approach to simulation of the Heston Stochastic Volatility Model|Stochastic volatility models are of fundamental importance to the pricing of derivatives. One of the most commonly used models of stochastic volatility is the Heston Model in which the price and volatility of an asset evolve as a pair of coupled stochastic differential equations. The computation of asset prices and volatilities involves the simulation of many sample trajectories with conditioning. The problem is treated using the method of particle filtering. While the simulation of a shower of particles is computationally expensive, each particle behaves independently making such simulations ideal for massively parallel heterogeneous computing platforms. In this paper, we present our portable Opencl implementation of the Heston model and discuss its performance and efficiency characteristics on a range of architectures including Intel cpus, Nvidia gpus, and Intel Many-Integrated-Core (mic) accelerators.|International Conference on High Performance Computing|2015|10.21914/anziamj.v57i0.10425|D. Warne, K. Lindsay|0.3|2
1481|Viscosity flow simulation using improved SPH method based on GPU parallel calculation|The smoothed particle hydrodynamics( SPH) method has a good adaptability for the simulation of breaking wave problems. The GPU computing platform based on many-core architecture has a strong advantage in SPH method acceleration. In view of the low efficiency and the accuracy problem of traditional SPH method,this paper puts forward a new GPU parallel computing model based on the particle pair and improved δ-SPH method for simulating viscosity flows such as lid-drive cavity flow,Poiseuille flow,Couette flow and solitary wave slamming.According to the comparison of different boundary handling methods,their rules on viscous flow simulation are got.Furthermore,two GPU parallel calculation methods which are respectively based on the particle pair and single particle are researched,and their accuracy and CPU time are compared. The results show that the GPU parallel calculation method based on particle pairs makes δ-SPH exceed 10 times of the maximum speed-up ratio.||2015|10.1049/cp.2015.1473|Jin Shanqi|0.3|2
213|Splay thread cooperation on ray tracing as a load balancing technique in speculative parallelism and GPGPU|The introduction of the speculative parallelism into any models can improve the performance and provides significant benefits and increases the Instruction level parallelism (ILP) and Thread level Parallelism (TLP). A General Purpose Graphics Processing Unit (GPGPU) is the future computing technology working with both Graphics Processing Unit (CPU) and GPU to solve many real-world problems not only the graphics problems but also the general purpose applications. As GPU uses data parallelism tasks, the dynamic memory creation and the splay trees which are self adjusting allows for the increase in throughput and load balancing. The frequently used nodes near to the root are an advantage for finding locality of threads as well as for caching and garbage collection. A technique used to render and to study complex scenes into images and to render color, intensity of pixels, distance between pixels is referred as Ray tracing. Multithreading is a promising technique which increases the performance of the computer systems by increasing the instruction level parallelism and thread level speculation. In this paper a new technique is proposed for workload balancing on the Graphics processors and CPU that can be implemented on the graphics processors along with the CPU which provides the optimal result with the speculation techniques and Lorentz Transformation, which is used to determine color and brightness of the ray which are refracted or reflected and also the relative distance between the thread spawning which results in time dilation and contraction. A Graphics Processing Unit Ocelot (GPUOCELOT) is a compilation framework, a simulator used for the execution of the programs which has resulted in the increase in the performance of the instructions which uses the amortized cost.|˜The œinternational Arab journal of information technology|2018|10.1109/iementech.2018.8465144|S. Shivaraju, Gopalan Pudur|0.2857142857142857|2
228|Locality-protected cache allocation scheme with low overhead on GPUs|Graphics processing units (GPUs) are playing more important roles in parallel computing. Using their multi-threaded execution model, GPUs can accelerate many parallel programmes and save energy. In contrast to their strong computing power, GPUs have limited on-chip memory space which is easy to be inadequate. The throughput-oriented execution model in GPU introduces thousands of hardware threads, which may access the small cache simultaneously. This will cause cache thrashing and contention problems and limit GPU performance. Motivated by these issues, the authors put forward a locality-protected method based on instruction programme counter (LPC) to make use of data locality in L1 data cache with very low hardware overhead. First, they use a simple Program Counter (PC)-based locality detector to collect reuse information of each cache line. Then, a hardware-efficient prioritised cache allocation unit is proposed to coordinate data reuse information with time-stamp information to predict the reuse possibility of each cache line, and to evict the line with the least reuse possibility. Their experiment on the simulator shows that LPC provides an up to 17.8% speedup and an average of 5.0% improvement over the baseline method with very low overhead.|IET Computers & Digital Techniques|2018|10.1049/iet-cdt.2017.0004|Chuan Tang, Cang Liu, Yang Zhang, Zuocheng Xing|0.2857142857142857|2
307|GPU-based Acceleration of Detailed Tissue-Scale Cardiac Simulations|We present a GPU based implementation for tissue-scale 3D simulations of the human cardiac ventricle using a physiologically realistic cell model. Computational challenges in such simulations arise from two factors, the first of which is the sheer amount of computation when simulating a large number of cardiac cells in a detailed model containing 104 calcium release units, 106 stochastically changing ryanodine receptors and 1.5 x 105 L-type calcium channels per cell. Additional challenges arise from the fact that the computational tasks have various levels of arithmetic intensity and control complexity, which require careful adaptation of the simulation code to the target device. By exploiting the strengths of the GPU, we obtain a performance that is far superior to that of the CPU, and also significantly higher than that of other state of the art manycore devices, thus paving the way for detailed whole-heart simulations in future generations of leadership class supercomputers.|GPGPU@PPoPP|2018|10.1145/3180270.3180274|Neringa Altanaite, J. Langguth|0.2857142857142857|2
318|MedFDTD: A Parallel and Open-Source Cross-Platform Framework for Bioelectromagnetics Field Simulation|MedFDTD, a new parallel and open-source cross-platform framework for bioelectromagnetics research, has been developed by solving Maxwell’s equations using the finite-difference time-domain method. This framework implements the complex-frequency-shifted perfectly matched layer, supports the import of antenna and bioelectromagnetic models through media with non-dispersive/dispersive properties, and can calculate the antenna output power and specific absorption rate of biological tissues, thereby making it favorable for bioelectromagnetics studies. In addition, MedFDTD can be implemented on multiple CPUs or a variety of chip-based GPUs to accelerate all parallel computing tasks.|IEEE Access|2018|10.1109/ACCESS.2017.2784838|Liu Qian, Wang Meng|0.2857142857142857|2
1215|Performance Evaluation and Enhancements of a Flood Simulator Application for Heterogeneous HPC Environments|This paper presents a practical implementation of a 2D flood simulation model using hybrid distributed-parallel technologies including MPI, OpenMP, CUDA, and evaluations of its performance under various configurations that utilize these technologies. The main objective of this research work was to improve the computational performance of the flood simulation in a hybrid architecture. Modern desktops and small cluster systems owned by domain researchers are able to perform these simulations efficiently due to multicore and GPU computing devices, but lack the expertise needed to fully utilize software libraries designed to take advantage of the latest hardware. By leveraging knowledge of our experimentation environment, we were able to incorporate MPI and multiple GPU devices to improve performance over a single-process OpenMP version up to 18x, depending on the size of the input data. We discuss some observations that have significant effects on overall performance, including process-to-device mapping, communication strategies and data partitioning, and present some experimental results. The limitations of this work are discussed, and we propose some ideas to relieve or overcome such limitations in future work.|International Journal of Networking and Computing|2018|10.15803/IJNC.8.2_387|A. Kalyanapu, Mike Rogers, T. Dullo, Ryan J. Marshall, S. Ghafoor|0.2857142857142857|2
1234|A New FEM-based Brain Tissue Model for Neurosurgical Simulation Using the Optimization Implicit Euler Method|An accurate and computationally efficient model for the deformation of brain tissue is very important in virtual neurosurgical simulation. In this paper, we introduced a new Finite Element Method (FEM) model, which is based on optimization implicit Euler method, for brain tissue deformation. Specifically, both the anisotropic and viscoelastic properties of brain tissue are incorporated into the model, providing more realistic and accurate description of the mechanical features of brain tissue. In the meantime, the model is particularly suitable for GPU-based computing, making it possible to achieve real-time performance for neurosurgical simulation. Simulation results show that the deformation model exhibits the behaviors of anisotropy and viscoelasticity. The proposed model was implemented on a neurosurgical simulator and it showed that the deformation of brain tissue can be rendered with a relatively high degree of visual realism at a refreshment rate of 23 frames per second in a normal PC.|Cybersecurity and Cyberforensics Conference|2018|10.23919/CHICC.2018.8484193|Shichao Liu, Wenguo Hou, Minhua Zheng, P. X. Liu|0.2857142857142857|2
1245|Position-Based Time-Integrator for Frictional Articulated Body Dynamics|We present a new time-integrator for modeling the frictional dynamics of articulated bodies. Our formulation represents the configuration of the articulated body using position variables and then uses those variables to model the friction forces between the articulated body and the environment. Our approach corresponds to a Newton-type optimization scheme that is guaranteed to converge so that it is stable with large timestep sizes. We evaluate the accuracy and stability of our time-integrator by comparing it with a conventional formulations based on the Newton-Euler equation and demonstrate the benefits on standard controller-optimization applications. We achieve 3–5 times speedup over a Newton-Euler-based simulator on a CPU. Our approach can be easily parallelized on a GPU and results in additional 4–15 times performance improvement.|IEEE/RJS International Conference on Intelligent RObots and Systems|2018|10.1109/IROS.2018.8593817|Dinesh Manocha, Zherong Pan|0.2857142857142857|2
1255|AC922 Data Movement for CORAL|Recent publications have considered the challenge of movement in and out of the high bandwidth memory in attempt to maximize GPU utilization and minimize overall application wall time. This paper builds on previous contributions, [5] [17], which simulate software models, advocated optimization, and suggest design considerations. This contribution characterizes the data movement innovations of the AC922 nodes IBM delivered to Oak Ridge National Labs and Lawrence Livermore National Labs as part of the 2014 Collaboration of Oak Ridge, Argonne, and Livermore (CORAL) joint procurement activity. With a single HPC system able to perform up to 200PF of processing with access to 2.5PB of memory, this architecture motivates a careful look at data movement. The AC922 POWER9 system with NVIDIA V100 GPUs have cache line granularity, more than double the bandwidth of PCIe Gen3, low latency interfaces and are interconnected by dual-rail Mellanox CAPI/EDR HCAs. As such, the bandwidth and latency assumptions from previous simulations should be revisited and compared to characterization results on product hardware. Our characterization approach attempts to leverage existing performance approaches, as applicable, to ease comparison and correlation. The results show that by refocusing our attention on the interconnect between processing elements, it is possible to design efficient logically coherent heterogeneous systems.|IEEE Conference on High Performance Extreme Computing|2018|10.1109/HPEC.2018.8547707|John Walthour, S. Roberts, P. Ramanna|0.2857142857142857|2
